cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id
erdity4m,eec957a9c4c13d9de986f758c0cc205c4c1ce5e7; 780fc85ab807f33f706a38c86480e284da800cb8,BioRxiv; MedRxiv; WHO,Cryo-electron microscopy structure of the SADS-CoV spike glycoprotein provides insights into an evolution of unique coronavirus spike proteins,10.1101/2020.03.04.976258,,,biorxiv,"The outbreak of a novel betacoronavirus (SARS-CoV-2) has aroused great public health concern. As a new coronavirus which was responsible for a large-scale outbreak of fatal disease in piglets in China, swine acute diarrhea syndrome coronavirus (SADS-CoV) originated from the same genus of horseshoe bats (Rhinolophus) as SARS-CoV and possesses a broad species tropism. In addition to human cells, it can also infect cell lines from diverse species. Given the importance of the spike glycoprotein (S) protein in viral entry and host immune responses, here we report the cryo-EM structure of the SADS-CoV S in the prefusion conformation at a resolution of 3.55 Å. Our studies reveal that SADS-CoV S structure takes an intra-subunit quaternary packing mode where the NTD and CTD from the same subunit pack together by facing each other. The comparison of NTD and CTD with that of the other four genera gives the suggestion of the evolutionary procedure of the SADS-CoV S. Moreover, SADS-CoV S has several characteristic structural features, i.e., more compact architecture of S trimer, masking of epitopes by glycan shielding, which may facilitate to viral immune evasion. These data provide new insights into the evolutionary relationships of SADS-CoV S and would deepen our understanding of their structural and functional diversity which will facilitate to vaccine development.",2020-03-07,"Guan, Hongxin; Wang, Youwang; Saeed, Abdullah F.U.H.; Li, Jinyu; Perčulija, Vanja; Li, Yu; Zhu, Ping; Ouyang, Songying",bioRxiv,,,,document_parses/pdf_json/eec957a9c4c13d9de986f758c0cc205c4c1ce5e7.json; document_parses/pdf_json/780fc85ab807f33f706a38c86480e284da800cb8.json,,https://doi.org/10.1101/2020.03.04.976258,214724400.0
gscnegha,,WHO,Review: Hydroxychloroquine and chloroquine for treatment of SARS-CoV-2 (COVID-19),,,,unk,"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is a rapidly emerging viral infection causing coronavirus disease 2019 (COVID-19). Hydroxychloroquine and chloroquine have garnered unprecedented attention as potential therapeutic agents against COVID-19 following several small clinical trials, uncontrolled case series, and public figure endorsements. While there is a growing body of scientific data, there is also concern for harm, particularly QTc prolongation and cardiac arrhythmias. Here, we perform a rapid narrative review and discuss the strengths and limitations of existing in vitro and clinical studies. We call for additional randomized controlled trial evidence prior to the widespread incorporation of hydroxychloroquine and chloroquine into national and international treatment guidelines.",2020,"Pastick, Katelyn A.; Okafor, Elizabeth C.; Wang, Fan; Lofgren, Sarah M.; Skipper, Caleb P.; Nicol, Melanie R.; Pullen, Matthew F.; Rajasingham, Radha; McDonald, Emily G.; Lee, Todd C.; Schwartz, Ilan S.; Kelly, Lauren E.; Lother, Sylvain A.; Mitjà, Oriol; Letang, Emili; Abassi, Mahsa; Boulware, David R.",Open Forum Infect. Dis.,,#60353,,,,,216400643.0
jjxgbi9c,,Medline,Early intervention likely improves mortality in COVID-19 infection.,10.7861/clinmed.2020-0214,,32357975,unk,"While some risk factors have been identified, the reasons for the disparities in disease progression with COVID-19 are unclear, with some patients developing progressive and severe disease while in others the course is benign. Given this sense of randomness, and in the absence of a definitive treatment, medical professionals can feel helpless. It is useful to remember how much can be done to affect the trajectory of illness, even without a 'magic bullet'. With evidence emerging that late presentation is directly associated with increased mortality, we make the case for increased vigilance in the community and earlier intervention.",2020-05-01,"Goyal, Daniel K; Mansab, Fatma; Iqbal, Amir; Bhatti, Sohail",Clinical medicine,,,,,,https://doi.org/10.7861/clinmed.2020-0214; https://www.ncbi.nlm.nih.gov/pubmed/32357975/,218479853.0
csse1co8,9b7abfbc8a43a4c1056796d31d59a4d4ed8e0cee,PMC,"Ex situ management of Beira antelope Dorcatragus megalotis at Al Wabra Wildlife Preservation, Qatar",10.1111/j.1748-1090.2011.00137.x,PMC7202063,,no-cc,"Al Wabra Wildlife Preservation (AWWP), Qatar, is the only facility worldwide to keep the Beira antelope Dorcatragus megalotis, a small antelope from East Africa, listed as Vulnerable by The IUCN Red List of Threatened Species. Physical, behavioural and physiological characteristics of the species are described in detail, based on observations in captivity. At AWWP, the Beira antelope population increased from 2000 until 2006 when it declined dramatically as a result of an epidemic‐like outbreak of a respiratory disease most likely owing to a Mycoplasma infection. Management at AWWP includes a diet based on natural forage, careful group composition, enclosure design adapted to the need of the species and close monitoring. Apart from their important conservation status, Beira antelope are highly attractive animals with a particular shape and coloration, and a docile nature.",2011-02-07,"HAMMER, C.",Int Zoo Yearb,,,,document_parses/pdf_json/9b7abfbc8a43a4c1056796d31d59a4d4ed8e0cee.json,document_parses/pmc_json/PMC7202063.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7202063/,
1jnm1hex,1f59c00f856882b9c641bce83dc2976913f669e4; da536f30eb36ae4ad6f5bfb4ad10eaccd2485a68,Elsevier; Medline; PMC,SARS-CoV-2 receptor networks in diabetic and COVID-19 associated kidney disease,10.1016/j.kint.2020.09.015,PMC7543950,33038424.0,no-cc,"COVID-19 morbidity and mortality are increased in patients with diabetes and kidney disease via unknown mechanisms. SARS-CoV-2 uses angiotensin-converting enzyme 2 (ACE2) for entry into host cells. Since ACE2 is a susceptibility factor for infection, we investigated how diabetic kidney disease and medications alter ACE2 receptor expression in kidneys. Single cell RNA profiling of healthy living donor and kidney biopsies from patients with diabetic kidney disease revealed ACE2 expression primarily in proximal tubular epithelial cells. This cell specific localization was confirmed by in situ hybridization. ACE2 expression levels were unaltered by exposures to renin angiotensin aldosterone system inhibitors in diabetic kidney disease. Bayesian integrative analysis of a large compendium of public-omics datasets identified molecular network modules induced in ACE2-expressing proximal tubular epithelial cells in diabetic kidney disease (searchable at hb.flatironinstitute.org/covid-kidney) that were linked to viral entry, immune activation, endomembrane reorganization, and RNA processing. The diabetic kidney disease ACE2-positive proximal tubular epithelial cell module overlapped with expression patterns seen in SARS-CoV-2 infected cells. Similar cellular programs were seen in ACE2-positive proximal tubular epithelial cells obtained from urine samples of 13hospitalized patients with COVID-19, suggesting a consistent ACE2-coregulated proximal tubular epithelial cell expression program that may interact with the SARS-CoV-2 infection processes. Thus SARS-CoV-2 receptor networks can seed further research into risk stratification and therapeutic strategies for COVID-19 related kidney damage.",2020-10-08,"Menon, Rajasree; Otto, Edgar A.; Sealfon, Rachel; Nair, Viji; Wong, Aaron K.; Theesfeld, Chandra L.; Chen, Xi; Wang, Yuan; Boppana, Avinash S.; Luo, Jinghui; Yang, Yingbao; Kasson, Peter M.; Schaub, Jennifer A.; Berthier, Celine C.; Eddy, Sean; Lienczewski, Chrysta C.; Godfrey, Bradley; Dagenais, Susan L.; Sohaney, Ryann; Hartman, John; Fermin, Damian; Subramanian, Lalita; Looker, Helen C.; Harder, Jennifer L.; Mariani, Laura H.; Hodgin, Jeffrey B.; Sexton, Jonathan Z.; Wobus, Christiane E.; Naik, Abhijit S.; Nelson, Robert G.; Troyanskaya, Olga G.; Kretzler, Matthias",Kidney Int,,,,document_parses/pdf_json/1f59c00f856882b9c641bce83dc2976913f669e4.json; document_parses/pdf_json/da536f30eb36ae4ad6f5bfb4ad10eaccd2485a68.json,document_parses/pmc_json/PMC7543950.xml.json,https://doi.org/10.1016/j.kint.2020.09.015; https://api.elsevier.com/content/article/pii/S0085253820311133; https://www.sciencedirect.com/science/article/pii/S0085253820311133?v=s5; https://www.ncbi.nlm.nih.gov/pubmed/33038424/,222210372.0
biua91v4,fc949f2ada0d5b8e87efeaa4fe82eccc51304c81,Medline; PMC,Sensitive and specific detection of strains of Japanese encephalitis virus using a one‐step TaqMan RT‐PCR technique,10.1002/jmv.20218,PMC7166820,15484282.0,no-cc,"A rapid, sensitive, and accurate laboratory diagnostic test is needed for distinguishing Japanese encephalitis virus (JEV) from other diseases featuring similar clinical symptoms and also for preventing potential outbreaks. In this study, a TaqMan reverse transcription (RT)‐polymerase chain reaction (PCR) assay was developed for rapid detection and quantification of the viral RNA of various JEV strains. A consensus JEV NS3 region was chosen to design the primers and the TaqMan probe. The JEV TaqMan assay used the EZ‐rTtH RT‐PCR system featuring advantages such as a one‐step, high‐temperature RT reaction modality and preventing carry‐over contamination. The sensitivity of the JEV TaqMan assay for detecting in vitro‐transcribed JEV NS3 RNA was estimated to be one to five copies of RNA per reaction. For cultured JE virions, less than 40 plaque forming unit (PFU)/ml of virus load (corresponding to 0.07 PFU/test) could be detected. In addition, the JEV TaqMan assay could detect all seven strains of JEV tested, but provided negative results for nine other flaviviruses and encephalitis viruses tested. The JEV TaqMan assay demonstrated greater sensitivity and specificity than traditional RT‐PCR methods as has been previously reported. The application of the JEV TaqMan assay herein has been shown to the sensitive detection of the JEV from both mosquito pools and also JEV‐spiking human blood. The assay should be of use in diagnostic laboratory conduct and could be used to replace or complement time‐consuming viral‐culture methods, thus achieving more rapid, sensitive, and highly specific identification of JEV infection. J. Med. Virol. 74:589–596, 2004. © 2004 Wiley‐Liss, Inc.",2004-10-13,"Huang, Jau‐Ling; Lin, Hui‐Tsu; Wang, Yu‐Ming; Weng, Ming‐Hui; Ji, Da‐Der; Kuo, Ming‐Der; Liu, Huan‐Wun; Lin, Chang‐Shen",J Med Virol,,,,document_parses/pdf_json/fc949f2ada0d5b8e87efeaa4fe82eccc51304c81.json,,https://www.ncbi.nlm.nih.gov/pubmed/15484282/,12639925.0
ya05m58o,ca066d21391801dc7254d9f77484b6300fbaca7b,Elsevier; Medline; PMC,"SARS-CoV-2 disrupts splicing, translation, and protein trafficking to suppress host defenses",10.1016/j.cell.2020.10.004,PMC7543886,33080218.0,els-covid,"SARS-CoV-2 is a recently identified coronavirus that causes the respiratory disease known as COVID-19. Despite the urgent need, we still do not fully understand the molecular basis of SARS-CoV-2 pathogenesis. Here, we comprehensively define the interactions between SARS-CoV-2 proteins and human RNAs. NSP16 binds to the mRNA recognition domains of the U1 and U2 splicing RNAs and acts to suppress global mRNA splicing upon SARS-CoV-2 infection. NSP1 binds to 18S ribosomal RNA in the mRNA entry channel of the ribosome and leads to global inhibition of mRNA translation upon infection. Finally, NSP8 and NSP9 bind to the 7SL RNA in the Signal Recognition Particle and interfere with protein trafficking to the cell membrane upon infection. Disruption of each of these essential cellular functions acts to suppress the interferon response to viral infection. Our results uncover a multipronged strategy utilized by SARS-CoV-2 to antagonize essential cellular processes to suppress host defenses.",2020-10-08,"Banerjee, Abhik K.; Blanco, Mario R.; Bruce, Emily A.; Honson, Drew D.; Chen, Linlin M.; Chow, Amy; Bhat, Prashant; Ollikainen, Noah; Quinodoz, Sofia A.; Loney, Colin; Thai, Jasmine; Miller, Zachary D.; Lin, Aaron E.; Schmidt, Madaline M.; Stewart, Douglas G.; Goldfarb, Daniel; De Lorenzo, Giuditta; Rihn, Suzannah J.; Voorhees, Rebecca; Botten, Jason W.; Majumdar, Devdoot; Guttman, Mitchell",Cell,,,,document_parses/pdf_json/ca066d21391801dc7254d9f77484b6300fbaca7b.json,,https://api.elsevier.com/content/article/pii/S0092867420313106; https://www.sciencedirect.com/science/article/pii/S0092867420313106?v=s5; https://doi.org/10.1016/j.cell.2020.10.004; https://www.ncbi.nlm.nih.gov/pubmed/33080218/,222178358.0
kf3y248o,,Medline,School Nurses on the Front Lines of Healthcare: Infectious Diseases Popularized in the News.,10.1177/1942602x20921426,,32491976,unk,"School nurses may deal with students presenting with symptoms associated with infections popularized in the news. Although rare, the implications of missing or misdiagnosing these infections are potentially life-threatening and devastating. We present three students presenting with febrile illnesses associated with neurologic symptoms, a rash, and fatigue, focusing on the initial assessment and management of these students and their associated ""hot topic"" infection. The authors also discuss two public health organizations, Centers for Disease Control and Prevention (https://www.cdc.gov/) and the World Health Organization (https://www.who.int/), online references for the school nurse to research both emerging and common infectious diseases.",2020-06-03,"McNickle, Lauren; Olympia, Robert P",NASN school nurse,,,,,,https://doi.org/10.1177/1942602x20921426; https://www.ncbi.nlm.nih.gov/pubmed/32491976/,219314027.0
3zl1go92,6341d9318b3bf05a4125940a1356458d08f470ab,Elsevier; Medline; PMC,The effect of interactive analytical dashboard features on situation awareness and task performance,10.1016/j.dss.2020.113322,PMC7234950,32834262.0,no-cc,"In recent years, new types of interactive analytical dashboard features have emerged for operational decision support systems (DSS). Analytical components of such features solve optimization problems hidden from the human eye, whereas interactive components involve the individual in the optimization process via graphical user interfaces (GUIs). Despite their expected value for organizations, little is known about the effectiveness of interactive analytical dashboards in operational DSS or their influences on human cognitive abilities. This paper contributes to the closing of this gap by exploring and empirically testing the effects of interactive analytical dashboard features on situation awareness (SA) and task performance in operational DSS. Using the theoretical lens of SA, we develop hypotheses about the effects of a what-if analysis as an interactive analytical dashboard feature on operational decision-makers' SA and task performance. The resulting research model is studied with a laboratory experiment, including eye-tracking data of 83 participants. Our findings show that although a what-if analysis leads to higher task performance, it may also reduce SA, nourishing a potential out-of-the-loop problem. Thus, designers and users of interactive analytical dashboards have to carefully mitigate these effects in the implementation and application of operational DSS. In this article, we translate our findings into implications for designing dashboards within operational DSS to help practitioners in their efforts to address the danger of the out-of-the-loop syndrome.",2020-05-19,"Nadj, Mario; Maedche, Alexander; Schieder, Christian",Decis Support Syst,,,,document_parses/pdf_json/6341d9318b3bf05a4125940a1356458d08f470ab.json,document_parses/pmc_json/PMC7234950.xml.json,https://www.ncbi.nlm.nih.gov/pubmed/32834262/; https://www.sciencedirect.com/science/article/pii/S0167923620300774?v=s5; https://doi.org/10.1016/j.dss.2020.113322; https://api.elsevier.com/content/article/pii/S0167923620300774,218676007.0
5so17je6,877e613949aab3542b4df5678c0712812a8ef417,PMC,"Taking “The Promise” Seriously: Medical Sociology’s Role in Health, Illness, and Healing in a Time of Social Change",10.1007/978-1-4419-7261-3_1,PMC7121787,,no-cc,"In 1959, C.W. Mills published his now famous treatise on what sociology uniquely brings to understanding the world and the people in it. Every sociologist, of whatever ilk, has had at least a brush with the “sociological imagination,” and nearly everyone who has taken a sociology course has encountered some version of it. As Mills argued, the link between the individual and society, between personal troubles and social issues, between biography and history, or between individual crises and institutional contradictions represents the core vision of the discipline of sociology. While reminding ourselves of the “promise” may be a bit trite, its mention raises the critical question: Why do we have to continually remind ourselves of the unique contribution that we, as sociologists, bring to understanding health, illness, and healing?",2010-07-16,"Pescosolido, Bernice A.","Handbook of the Sociology of Health, Illness, and Healing",,,,document_parses/pdf_json/877e613949aab3542b4df5678c0712812a8ef417.json,document_parses/pmc_json/PMC7121787.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7121787/,
3hoz5bbs,,WHO,Increased kynurenine-to-tryptophan ratio in the serum of patients infected with SARS-CoV2: An observational cohort study,,,,unk,"Immune dysregulation is a hallmark of patients infected by SARS-CoV2 and the balance between immune reactivity and tolerance is a key determinant of all stages of infection, including the excessive inflammatory state causing the acute respiratory distress syndrome. The kynurenine pathway (KP) of tryptophan (Trp) metabolism is activated by pro-inflammatory cytokines and drives mechanisms of immune tolerance. We examined the state of activation of the KP by measuring the Kyn:Trp ratio in the serum of healthy subjects (n = 239), and SARS-CoV2-negative (n = 305) and -positive patients (n = 89). Patients were recruited at the Emergency Room of St. Andrea Hospital (Rome, Italy). Kyn and Trp serum levels were assessed by HPLC/MS-MS. Compared to healthy controls, both SARS-CoV2-negative and -positive patients showed an increase in the Kyn:Trp ratio. The increase was larger in SARS-CoV2-positive patients, with a significant difference between SARS-CoV2-positive and -negative patients. In addition, the increase was more prominent in males, and positively correlated with age and severity of SARS-CoV2 infection, categorized as follows: 1 = no need for intensive care unit (ICU); 2 &#8804; 3 weeks spent in ICU; 3 &#8805; 3 weeks spent in ICU; and 4 = death. The highest Kyn:Trp values were found in SARS-CoV2-positive patients with severe lymphopenia. These findings suggest that the Kyn:Trp ratio reflects the level of inflammation associated with SARS-CoV2 infection, and, therefore, might represent a valuable biomarker for therapeutic intervention.",2021,"Lionetto, Luana; Ulivieri, Martina; Capi, Matilde; De Bernardini, Donatella; Fazio, Francesco; Petrucca, Andrea; Pomes, Leda Marina; De Luca, Ottavia; Gentile, Giovanna; Casolla, Barbara; Curto, Martina; Salerno, Gerardo; Schillizzi, Serena; Torre, Maria Simona; Santino, Iolanda; Rocco, Monica; Marchetti, Paolo; Aceti, Antonio; Ricci, Alberto; Bonfini, Rita; Nicoletti, Ferdinando; Simmaco, Maurizio; Borro, Marina",Biochim Biophys Acta Mol Basis Dis,,#978222,,,,,229323568.0
o2kfgim2,,WHO,Planificación y manejo anestésico para cesárea en gestante con neumonía por SARS-CoV-2./ Planificación y manejo anestésico para cesárea en gestante con neumonía por SARS-CoV-2./ Anesthetic planning and management for a caesarian section in a pregnant woman affected by SARS-COV-2 pneumonía,,,,unk,"Pregnant women experience physiological and immunological changes which make them more prone to all kind of viral and bacterial infections, this is because they have been considered as vulnerable group if infected by SARS-CoV-2. They could even deploy a severe form of this disease which may require to end pregnancy to improve oxygenation and to safeguard foetal wellbeing the in case the mother situation gets worse. In this scenario, any intervention would require a detailed planning by the whole surgical team, and, specifically, by the anaesthesiologists, in order to guarantee both mother and child wellbeing and to prevent from infections all the healthcare team. We describe the case of 37week pregnant woman, admitted in our Critical Care Unit with respiratory high flows device support, due to severe respiratory failure due to COVID-19 which needed an urgent caesarean section.",2021,"Martínez Santos, L; Olabarrieta Zarain, U; García Trancho, A; Serna de la Rosa, R M; Vallinas Hidalgo, I; Maroño Boedo, M J; Martínez Ruiz, A",Rev Esp Anestesiol Reanim,,#899447,,,,,226242756.0
ms9qmisu,3e9a5bd7080e9c6bf48e9509b241fd7b1262381f,PMC,Effect of faecal consistency on virological diagnosis,10.1016/s0163-4453(98)80003-0,PMC7133648,9570644,no-cc,"A study was set up to investigate the effect of consistency of routine faecal specimens on the diagnostic yield by electron microscopy (EM) and virus isolation. A total of 3078 specimens were characterized as solid, semisolid, or liquid. Of 2568 specimens processed by EM a virus was demonstrated in 8.6% of liquid, 19.9% of semisolid and 25.2% of solid specimens (Chi-squared for lienar trend, P value <0.0001). This observation was valid for both adenovirus (2.4%, 5.0% and 6.6%) and rotavirus (5.2% , 13.6% and 16.6%). Virus isolation was positive in 3.6% of liquid, 17.4% of semisolid and 18.1% of solid specimens. (Chi-squared for linear trend, P value <0.0001). We suggest that solid faecal specimens at the end of an episode of diarrhoea will have a higher diagnostic yield than liquid specimens at the peak of symptoms. Our findings repudiate the commonly held dogma that viruses of gastroenteritis are more likely to be found in liquid than in solid faecal specimens. This finding has important implications for those establishing diagnostic algorithms for the investigation of viral gastroenteritis.",2005-02-04,"McCaughey, C.; O'Neill, H.J.; Wyatt, D.E.; Christie, S.N.; Jackson, P.T.; Coyle, P.V.",J Infect,,,,document_parses/pdf_json/3e9a5bd7080e9c6bf48e9509b241fd7b1262381f.json,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7133648/,
n95j94ck,e71e91522cfb0ea86cf07db4fed74f274f475f19,Medline; PMC,Responding to COVID‐19: How to Navigate a Public Health Emergency Legally and Ethically,10.1002/hast.1090,PMC7228225,32219845.0,no-cc,"Few novel or emerging infectious diseases have posed such vital ethical challenges so quickly and dramatically as the novel coronavirus SARS‐CoV‐2. The World Health Organization declared a public health emergency of international concern and recently classified COVID‐19 as a worldwide pandemic. As of this writing, the epidemic has not yet peaked in the United States, but community transmission is widespread. President Trump declared a national emergency as fifty governors declared state emergencies. In the coming weeks, hospitals will become overrun, stretched to their capacities. When the health system becomes stretched beyond capacity, how can we ethically allocate scarce health goods and services? How can we ensure that marginalized populations can access the care they need? What ethical duties do we owe to vulnerable people separated from their families and communities? And how do we ethically and legally balance public health with civil liberties?",2020-03-26,"GOSTIN, LAWRENCE O.; FRIEDMAN, ERIC A.; WETTER, SARAH A.",Hastings Cent Rep,,,,document_parses/pdf_json/e71e91522cfb0ea86cf07db4fed74f274f475f19.json,document_parses/pmc_json/PMC7228225.xml.json,https://doi.org/10.1002/hast.1090; https://www.ncbi.nlm.nih.gov/pubmed/32219845/,214683442.0
3yxepzwv,,WHO,Global evaluation of echocardiography in patients with COVID-19,,,,unk,"AIMS: To describe the cardiac abnormalities in patients with COVID-19 and identify the characteristics of patients who would benefit most from echocardiography. METHODS AND RESULTS: In a prospective international survey, we captured echocardiography findings in patients with presumed or confirmed COVID-19 between 3 and 20 April 2020. Patient characteristics, indications, findings, and impact of echocardiography on management were recorded. Multivariable logistic regression identified predictors of echocardiographic abnormalities. A total of 1216 patients [62 (52-71) years, 70% male] from 69 countries across six continents were included. Overall, 667 (55%) patients had an abnormal echocardiogram. Left and right ventricular abnormalities were reported in 479 (39%) and 397 (33%) patients, respectively, with evidence of new myocardial infarction in 36 (3%), myocarditis in 35 (3%), and takotsubo cardiomyopathy in 19 (2%). Severe cardiac disease (severe ventricular dysfunction or tamponade) was observed in 182 (15%) patients. In those without pre-existing cardiac disease (n = 901), the echocardiogram was abnormal in 46%, and 13% had severe disease. Independent predictors of left and right ventricular abnormalities were distinct, including elevated natriuretic peptides [adjusted odds ratio (OR) 2.96, 95% confidence interval (CI) 1.75-5.05) and cardiac troponin (OR 1.69, 95% CI 1.13-2.53) for the former, and severity of COVID-19 symptoms (OR 3.19, 95% CI 1.73-6.10) for the latter. Echocardiography changed management in 33% of patients. CONCLUSION: In this global survey, cardiac abnormalities were observed in half of all COVID-19 patients undergoing echocardiography. Abnormalities were often unheralded or severe, and imaging changed management in one-third of patients.",2020,"Dweck, Marc R; Bularga, Anda; Hahn, Rebecca T; Bing, Rong; Lee, Kuan Ken; Chapman, Andrew R; White, Audrey; Salvo, Giovanni Di; Sade, Leyla Elif; Pearce, Keith; Newby, David E; Popescu, Bogdan A; Donal, Erwan; Cosyns, Bernard; Edvardsen, Thor; Mills, Nicholas L; Haugaa, Kristina",Eur Heart J Cardiovasc Imaging,,#603749,,,,,219917571.0
m32efgx4,,Medline,Infectability of human BrainSphere neurons suggests neurotropism of SARS-CoV-2.,10.14573/altex.2006111,,32591839,cc-by,"Reports from Wuhan suggest that 36% of COVID-19 patients show neurological symptoms, and cases of viral encephalitis have been reported, suggesting that the virus is neurotropic under unknown circumstances. This is well established for other coronaviruses. In order to understand why some patients develop such symptoms and others do not, we address herein the infectability of the central nervous system (CNS). Reports that the ACE2 receptor - critical for virus entry into lung cells - is found in different neurons supports this expectation. We employ a human induced pluripotent stem cell (iPSC)-derived BrainSphere model, which we used earlier for Zika, Dengue, HIV and John Cunningham virus infection studies. We detected the expression of the ACE2 receptor but not TMPRSS2 in the model. Incubating the BrainSpheres for 6 hours with SARS-CoV-2 at multiplicity of infection (MOI) of 0.1 led to the infection of a fraction of neural cells with replication of the virus evident 72 hours later. Virus particles were found in the neuronal cell body extending into apparent neurite structures. PCR measurements corroborated the replication of the virus, suggesting at least a tenfold increase in virus copies per total RNA. Leveraging state-of-the-art 3D organotypic cell culture, which has been shown to allow both virus infection and (developmental) neurotoxicity but is at the same time simple enough to be transferred and used in a BSL-3 environment, we demonstrate, for the first time, the potential critically important neurotropism of SARS-CoV-2.",2020-06-26,"Bullen, C Korin; Hogberg, Helena T; Bahadirli-Talbott, Asli; Bishai, William R; Hartung, Thomas; Keuthan, Casey; Looney, Monika M; Pekosz, Andrew; Romero, July C; Sillé, Fenna C M; Um, Peter; Smirnova, Lena",ALTEX,,,,,,https://doi.org/10.14573/altex.2006111; https://www.ncbi.nlm.nih.gov/pubmed/32591839/,220120300.0
j0qcq8sq,,Medline,Analysis of prediction and early warning indexes of patients with COVID-19.,10.1080/17476348.2020.1793674,,32701376,unk,"BACKGROUND The aim was to compare the laboratory data of patients with suspected and confirmed new coronavirus pneumonia (COVID-19) and look for diagnostic predictive and early warning indicators, which will help to better manage the disease. METHODS A total of 36 confirmed COVID-19 patients were divided into the general (n = 17) and critical group (n = 19). The suspected group enrolled 23 suspected COVID-19 patients with the negative nucleic acid test result. We collected all patients' clinical characteristics and some laboratory indicators at the time of admission and conducted Logistic regression analysis after comparing the differences between groups. RESULTS There were no significant differences in age, gender, disease duration, fever history, and comorbidities between the suspected and general group (P > 0.05); however, fibrinogen was statistically different (P < 0.05). Compared with the general group, the oxygenation index and lymphocytes were significantly reduced and the Neutrophil-to-lymphocyte Ratio (NLR) and total bilirubin were increased in the critical group (P < 0.05). The fibrinogen OR value was 2.52 (95% CI 1.18-5.36, P = 0.017) and the NLR OR value was 2.91 (95% CI 1.36-6.21, P = 0.006). CONCLUSIONS Fibrinogen is a valuable diagnostic predictor for patients with suspected COVID-19. For confirmed COVID-19 patients, the NLR is a valuable early warning indicator.",2020-07-23,"Song, Lu; Dong, Yongkang; Xu, Ming; Shi, Dongwu; Guo, Wei; Li, Yaojun; Zhang, Xinri; Ma, Xia",Expert review of respiratory medicine,,,,,,https://doi.org/10.1080/17476348.2020.1793674; https://www.ncbi.nlm.nih.gov/pubmed/32701376/,220731755.0
ntovppf8,f4986be1533a90e142c2bfeaf934cba8e997b7cc,Medline; PMC,Systems of Care in Crisis: The Changing Nature of Palliative Care During COVID-19,10.1007/s11673-020-10006-x,PMC7445713,32840836.0,no-cc,"Among the far-reaching impacts of COVID-19 is its impact on care systems, the social and other systems that we rely on to maintain and provide care for those with “illness.” This paper will examine these impacts through a description of the influence on palliative care systems that have arisen within this pandemic. It will explore the impact on the meaning of care, how care is performed and identified, and the responses of palliative care systems to these challenges. It will also highlight the current and potential future implications of these dynamics within the unfolding crisis of this pandemic.",2020-08-25,"Chapman, Michael; Russell, Beth; Philip, Jennifer",J Bioeth Inq,,,,document_parses/pdf_json/f4986be1533a90e142c2bfeaf934cba8e997b7cc.json,document_parses/pmc_json/PMC7445713.xml.json,https://www.ncbi.nlm.nih.gov/pubmed/32840836/; https://doi.org/10.1007/s11673-020-10006-x,221284315.0
8iq9q3cm,,Medline,International comparisons in critical care: a necessity and challenge.,,,17975398.0,unk,"PURPOSE OF REVIEW Understanding variation in critical care resources, and delivery of care between countries will allow for improved disaster planning, evaluation of research findings, and assessment of the utility of critical care itself. This review describes the available data for international comparisons and the many factors that need to be addressed for an appropriate interpretation of results. RECENT FINDINGS Recent studies on subgroups of critical care patients include data from many different countries. These new studies provide important information on the overall incidence of these disease states, but most of these international studies do not take into account the critical care resources of the countries being discussed. For an appropriate interpretation of findings the relevant baseline critical care resources, prevalence of diseases, and cultural practices, need to be quantified. The existence of these other factors prevents the use of a severity of illness scoring system alone to account for differences between countries. SUMMARY Many recent critical care studies include data from multiple countries. With continued movement towards international studies, and improvements in data collection systems, comparisons between countries are becoming easier. These findings need to be interpreted in the context of all the relevant country information.",2007,"Wunsch, Hannah; Rowan, Kathryn M; Angus, Derek C",Current opinion in critical care,,,,,,https://www.ncbi.nlm.nih.gov/pubmed/17975398/,23422715.0
