,cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id
49278,rbau5dc2,,Medline,"Cherry Blossoms, COVID-19, and the Opportunity for a Healthy Life.",10.1370/afm.2630,,33431394.0,unk,"To date, short-term funding and policy fixes for the coronavirus disease 2019 (COVID-19) pandemic have focused on saving the current health care system; policies have not maximized the population's health, prioritized the safety net, nor addressed the fundamental problems that have hindered our nation's response for our most vulnerable neighbors. We need to plan more lasting equity-specific reforms now. I explain 3 lessons that should inform reforms to the health care delivery and payment systems to reduce health disparities and maximize the public's health: (1) Proven roadmaps and processes for reducing health care disparities already exist, as do themes of successful interventions. Implement them; (2) Payment reform needs to create a business case for health care organizations to address social determinants of health and implement care interventions to reduce health disparities; (3) We as a nation need to have hard conversations about whether we truly value the opportunity for everyone to have a healthy life.",2021,"Chin, Marshall H",Annals of family medicine,,,,,,https://doi.org/10.1370/afm.2630; https://www.ncbi.nlm.nih.gov/pubmed/33431394/,231578997.0
235115,svacavkq,,WHO,Cross-Sectional Prevalence of SARS-CoV-2 Among Skilled Nursing Facility Employees and Residents Across Facilities in Seattle,,,,unk,"BACKGROUND: Skilled nursing facilities (SNFs) are high-risk settings for SARS-CoV-2 transmission. Infection rates among employees are infrequently described. OBJECTIVE: To describe SARS-CoV-2 rates among SNF employees and residents during a non-outbreak time period, we measured cross-sectional SARS-CoV-2 prevalence across multiple sites in the Seattle area. DESIGN: SARS-CoV-2 testing was performed for SNF employees and residents using quantitative real-time reverse transcription polymerase chain reaction. A subset of employees completed a sociodemographic and symptom questionnaire. PARTICIPANTS: Between March 29 and May 13, 2020, we tested 1583 employees and 1208 residents at 16 SNFs for SARS-CoV-2. MAIN MEASURE: SARS-CoV-2 testing results and symptom report among employees and residents. KEY RESULTS: Eleven of the 16 SNFs had one or more resident or employee test positive. Overall, 46 (2.9%) employees had positive or inconclusive testing for SARS-CoV-2, and among those who completed surveys, most were asymptomatic and involved in direct patient care. The majority of employees tested were female (934, 73%), and most employees were Asian (392, 30%), Black (360, 28%), or white (360, 28%). Among the 1208 residents tested, 110 (9.1%) had positive or inconclusive results. There was no association between the presence of positive residents and positive employees within a SNF (p = 0.62, McNemar's test). CONCLUSIONS: In the largest study of SNFs to date, SARS-CoV-2 infections were detected among both employees and residents. Employees testing positive were often asymptomatic and involved in direct patient care. Surveillance testing is needed for SNF employees and residents during the pandemic response.",2020,"Weil, Ana A; Newman, Kira L; Ong, Thuan D; Davidson, Giana H; Logue, Jennifer; Brandstetter, Elisabeth; Magedson, Ariana; McDonald, Dylan; McCulloch, Denise J; Neme, Santiago; Lewis, James; Duchin, Jeff S; Zhong, Weizhi; Starita, Lea M; Bedford, Trevor; Roxby, Alison C; Chu, Helen Y",J Gen Intern Med,,#739677,,,,,221401364.0
309967,hbgvxr16,,WHO,"MAIT Cells in COVID-19: Heroes, Villains, or Both?",,,,unk,"Mucosa-associated invariant T cells (MAIT cells) are unconventional, innate-like T lymphocytes with remarkable effector and immunoregulatory functions. They are abundant in the human peripheral blood and also enriched in mucosal layers and in the lungs, SARS-CoV-2's main ports of entry. Once activated, MAIT cells produce inflammatory cytokines and cytolytic effector molecules quickly and copiously. MAIT cells are best known for their antibacterial and antifungal properties. However, they are also activated during viral infections, typically in a cytokine-dependent manner, which may promote antiviral immunity. On the other hand, it is plausible to assume active roles for MAIT cells in infection-provoked cytokine storms and tissue damage. SARS-CoV-2 infection may be asymptomatic, mild, severe, or even fatal, depending on sex, age, the presence of preexisting morbidities, and the individual's immunological competence, or lack thereof, among other factors. Based on the available literature, I propose that MAIT cells regulate the host response to SARS-CoV-2 and constitute attractive targets in the prevention or clinical management of coronavirus disease 19 (COVID-19) and some of its complications. Unlike mainstream T cells, MAIT cells are restricted by a monomorphic antigen-presenting molecule called MHC-related protein 1 (MR1). Therefore, MR1 ligands should modify MAIT cell functions relatively uniformly in genetically diverse subjects and may be tested as immunotherapeutic agents or vaccine adjuvants in future studies.",2020,"Haeryfar, S M Mansour",Crit Rev Immunol,,#663846,,,,,220964866.0
393132,zntwwqod,2ab6b5e2628c1979ae2e65f9a0f9870cb3773d61,Medline; PMC,"Comparison of three multiplex PCR assays for the detection of respiratory viral infections: evaluation of xTAG respiratory virus panel fast assay, RespiFinder 19 assay and RespiFinder SMART 22 assay",10.1186/1471-2334-12-163,PMC3519643,22828244.0,cc-by,"BACKGROUND: A broad spectrum of pathogens is causative for respiratory tract infections, but symptoms are mostly similar. Therefore, the identification of the causative viruses and bacteria is only feasible using multiplex PCR or several monoplex PCR tests in parallel. METHODS: The analytical sensitivity of three multiplex PCR assays, RespiFinder-19, RespiFinder-SMART-22 and xTAG-Respiratory-Virus-Panel-Fast-Assay (RVP), were compared to monoplex real-time PCR with quantified standardized control material. All assays include the most common respiratory pathogens. RESULTS: To compare the analytical sensitivity of the multiplex assays, samples were inoculated with 13 different quantified viruses in the range of 10(1) to 10(5) copies/ml. Concordant results were received for rhinovirus, whereas the RVP detected influenzavirus, RSV and hMPV more frequently in low concentrations. The RespiFinder-19 and the RespiFinder-SMART-22 showed a higher analytical sensitivity for adenoviruses and coronaviruses, whereas the RVP was incapable to detect adenovirus and coronavirus in concentrations of 10(4) copies/ml. The RespiFinder-19 and RespiFinder-SMART-22A did not detect influenzaviruses (10(4) copies/ml) and RSV (10(3) copies/ml). The detection of all 13 viruses in one sample was only achieved using monoplex PCR. To analyze possible competitive amplification reactions between the different viruses, samples were further inoculated with only 4 different viruses in one sample. Compared to the detection of 13 viruses in parallel, only a few differences were found. The incidence of respiratory viruses was compared in tracheal secretion (TS) samples (n = 100) of mechanically ventilated patients in winter (n = 50) and summer (n = 50). In winter, respiratory viruses were detected in 32 TS samples (64%) by RespiFinder-19, whereas the detection rate with RVP was only 22%. The most frequent viruses were adenovirus (32%) and PIV-2 (20%). Multiple infections were detected in 16 TS samples (32%) by RespiFinder-19. Fewer infections were found in summer (RespiFinder-19: 20%; RVP: 6%). All positive results were verified using monoplex PCR. CONCLUSIONS: Multiplex PCR tests have a broad spectrum of pathogens to test at a time. Analysis of multiple inoculated samples revealed a different focus of the detected virus types by the three assays. Analysis of clinical samples showed a high concordance of detected viruses by the RespiFinder-19 compared to monoplex tests.",2012-07-24,"Dabisch-Ruthe, Mareike; Vollmer, Tanja; Adams, Ortwin; Knabbe, Cornelius; Dreier, Jens",BMC Infect Dis,,,,document_parses/pdf_json/2ab6b5e2628c1979ae2e65f9a0f9870cb3773d61.json,document_parses/pmc_json/PMC3519643.xml.json,https://www.ncbi.nlm.nih.gov/pubmed/22828244/; https://doi.org/10.1186/1471-2334-12-163,9174488.0
348448,d5d9l0xr,6cb2eced687ea9da46cac63445dbf705f7d5330f,Medline; PMC,Medical recommendations for home-confined footballers’ training during the COVID-19 pandemic: from evidence to practical application,10.5114/biolsport.2020.94348,PMC7249801,32508388.0,cc-by-nc-nd,"In early 2020, the world is facing a global emergency called COVID-19. Many professional footballers around the world are home confined. The maintenance of physical capacity is a fundamental requirement for the athlete, so the training sessions must be adapted to this unique situation. Specific recommendations must be followed concerning the type of training, its intensity, the precautions that have to be followed to avoid the possibility of contagion, and the restrictions in accordance with the presence of any symptoms. This article analyses the available scientific evidence in order to recommend a practical approach.",2020-04-10,"Eirale, Cristiano; Bisciotti, Giannicola; Corsini, Alessandro; Baudot, Christophe; Saillant, Gerard; Chalabi, Hakim",Biol Sport,,,,document_parses/pdf_json/6cb2eced687ea9da46cac63445dbf705f7d5330f.json,document_parses/pmc_json/PMC7249801.xml.json,https://doi.org/10.5114/biolsport.2020.94348; https://www.ncbi.nlm.nih.gov/pubmed/32508388/,218914349.0
319799,qp3biiu8,c59d6e789176b928523129adb96ca495720a3b4a,Medline; PMC,Enhanced CD8 T-cell anti-viral function and clinical disease in B7-H1-deficient mice requires CD4 T cells during encephalomyelitis,10.1186/1742-2094-9-269,PMC3545890,23237504.0,cc-by,"BACKGROUND: Anti-viral CD8 T-cell activity is enhanced and prolonged by CD4 T-cell-mediated help, but negatively regulated by inhibitory B7-H1 interactions. During viral encephalomyelitis, the absence of CD4 T cells decreases CD8 T cell activity and impedes viral control in the central nervous system (CNS). By contrast, the absence of B7-H1 enhances CD8 T-cell function and accelerates viral control, but increases morbidity. However, the relative contribution of CD4 T cells to CD8 function in the CNS, in the absence of B7-H1, remains unclear. METHODS: Wild-type (WT) and B7-H1(−/−) mice were infected with a gliatropic coronavirus and CD4 T cells depleted to specifically block T helper function in the CNS. Flow cytometry and gene expression analysis of purified T-cell populations from lymph nodes and the CNS was used to directly monitor ex vivo T-cell effector function. The biological affects of altered T-cell responses were evaluated by analysis of viral control and spinal-cord pathology. RESULTS: Increased anti-viral activity by CD8 T cells in the CNS of B7-H1(−/−) mice was lost upon depletion of CD4 T cells; however, despite concomitant loss of viral control, the clinical disease was less severe. CD4 depletion in B7-H1(−/−) mice also decreased inducible nitric oxide synthase expression by microglia and macrophages, consistent with decreased microglia/macrophage activation and reduced interferon (IFN)-γ. Enhanced production of IFN-γ, interleukin (IL)-10 and IL-21 mRNA was seen in CD4 T cells from infected B7-H1(−/−) compared with WT mice, suggesting that over-activated CD4 T cells primarily contribute to the increased pathology. CONCLUSIONS: The local requirement of CD4 T-cell help for CD8 T-cell function is not overcome if B7-H1 inhibitory signals are lost. Moreover, the increased effector activity by CD8 T cells in the CNS of B7-H1(−/−) mice is attributable not only to the absence of B7-H1 upregulation on major histocompatibility complex class I-presenting resident target cells, but also to enhanced local CD4 T-cell function. B7-H1-mediated restraint of CD4 T-cell activity is thus crucial to dampen both CD8 T-cell function and microglia/macrophage activation, thereby providing protection from T-cell-mediated bystander damage.",2012-12-14,"Phares, Timothy W; Stohlman, Stephen A; Hinton, David R; Bergmann, Cornelia C",J Neuroinflammation,,,,document_parses/pdf_json/c59d6e789176b928523129adb96ca495720a3b4a.json,document_parses/pmc_json/PMC3545890.xml.json,https://doi.org/10.1186/1742-2094-9-269; https://www.ncbi.nlm.nih.gov/pubmed/23237504/,3264205.0
248195,y65o6c6a,,WHO,Is Sub-Saharan Africa prepared for COVID-19?,,,,unk,"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), the virus that causes coronavirus disease 2019 (COVID-19), is the latest virus to cause global health panic. Due to the rapidly escalating numbers of new infections outside China, COVID-19 was declared a pandemic by the World Health Organization (WHO) on March 11, 2020, in a message delivered by Dr. Tedros Adhanom Ghebreyesus, the WHO Director-General [1]. As of March 21, about 166 countries globally had recoded cases of the COVID-19 in only 4 months since its outbreak in Wuhan, Hubei Province, China [2, 3]. With the Antarctic continent unaffected, Africa, in particular Sub-Saharan Africa (SSA), has recorded the least number of cases, despite the cited moderate-to-high risk of infection [4]. The biggest challenge is whether Sub-Saharan Africa is ready for this pandemic.",2020,"Nuwagira, Edwin; Muzoora, Conrad",Trop. Med. Health,,#46453,,,,,215566818.0
57955,s7j52oe1,,Medline,Japanese Encephalitis Virus NS5 Inhibits Type I Interferon (IFN) Production by Blocking the Nuclear Translocation of IFN Regulatory Factor 3 and NF-κB.,10.1128/jvi.00039-17,,28179530.0,unk,"The type I interferon (IFN) response is part of the first-line defense against viral infection. To initiate replication, viruses have developed powerful evasion strategies to counteract host IFN responses. In the present study, we found that the Japanese encephalitis virus (JEV) NS5 protein could inhibit double-stranded RNA (dsRNA)-induced IFN-β expression in a dose-dependent manner. Our data further demonstrated that JEV NS5 suppressed the activation of the IFN transcriptional factors IFN regulatory factor 3 (IRF3) and NF-κB. However, there was no defect in the phosphorylation of IRF3 and degradation of IκB, an upstream inhibitor of NF-κB, upon NS5 expression, indicating a direct inhibition of the nuclear localization of IRF3 and NF-κB by NS5. Mechanistically, NS5 was shown to interact with the nuclear transport proteins KPNA2, KPNA3, and KPNA4, which competitively blocked the interaction of KPNA3 and KPNA4 with their cargo molecules, IRF3 and p65, a subunit of NF-κB, and thus inhibited the nuclear translocation of IRF3 and NF-κB. Furthermore, overexpression of KPNA3 and KPNA4 restored the activity of IRF3 and NF-κB and increased the production of IFN-β in NS5-expressing or JEV-infected cells. Additionally, an upregulated replication level of JEV was shown upon KPNA3 or KPNA4 overexpression. These results suggest that JEV NS5 inhibits the induction of type I IFN by targeting KPNA3 and KPNA4.IMPORTANCE JEV is the major cause of viral encephalitis in South and Southeast Asia, with high mortality. However, the molecular mechanisms contributing to the severe pathogenesis are poorly understood. The ability of JEV to counteract the host innate immune response is potentially one of the mechanisms responsible for JEV virulence. Here we demonstrate the ability of JEV NS5 to interfere with the dsRNA-induced nuclear translocation of IRF3 and NF-κB by competitively inhibiting the interaction of IRF3 and NF-κB with nuclear transport proteins. Via this mechanism, JEV NS5 suppresses the induction of type I IFN and the antiviral response in host cells. These findings reveal a novel strategy for JEV to escape the host innate immune response and provide new insights into the pathogenesis of JEV.",2017,"Ye, Jing; Chen, Zheng; Li, Yunchuan; Zhao, Zikai; He, Wen; Zohaib, Ali; Song, Yunfeng; Deng, Chenglin; Zhang, Bo; Chen, Huanchun; Cao, Shengbo",Journal of virology,,,,,,https://doi.org/10.1128/jvi.00039-17; https://www.ncbi.nlm.nih.gov/pubmed/28179530/,4521740.0
92373,njmwbqvf,,Medline,"Bacterial adhesion to suture material in a contaminated wound model: Comparison of monofilament, braided, and barbed sutures.",10.1002/jor.23305,,27208547,unk,"Contaminated suture material plays an important role in the physiopathology of surgical site infections. Recently, suture material has been developed characterized by barbs projecting from a monofilament base. Claimed advantages for barbed sutures are a shortened wound closure time and reduced maximum wound tension. It has also been suggested that these sutures would be advantageous microbiologically. The aim of this study was to test the microbiological characteristics of the barbed Quill in comparison to the monofilament Ethilon II and the braided sutures Vicryl and triclosan-coated Vicryl Plus. In our study, sutures were cultivated on color-change agar with Staphylococcus aureus, Staphylococcus epidermidis, Enterococcus faecium, Escherichia coli, and Pseudomonas aeruginosa and the halo size was measured. In a second study arm with longer cultivation bacterial growth was followed by antibiotic treatment. Ethilon II and Quill showed good comparable results, whereas large halos were found around Vicryl. Vicryl Plus results depended on triclosan sensitivity. After longer bacterial cultivation and antibiotic treatment, halos were up to 3.6 times smaller on Quill than on Vicryl (p < 0.001), but 1.4 times larger than on Ethilon II (p < 0.001) regarding S. aureus. Confocal microscopy analysis showed bacterial colonization between the braided filaments on Vicryl and beneath the barbs on Quill. From a microbiological perspective, barbed sutures can be recommended in aseptic surgery, but should only be used carefully in septic surgery. © 2016 Orthopaedic Research Society. Published by Wiley Periodicals, Inc. J Orthop Res 35:925-933, 2017.",2017,"Dhom, Jonas; Bloes, Dominik A; Peschel, Andreas; Hofmann, Ulf K",Journal of orthopaedic research : official publication of the Orthopaedic Research Society,,,,,,https://doi.org/10.1002/jor.23305; https://www.ncbi.nlm.nih.gov/pubmed/27208547/,31907625.0
31291,bwxkxvsl,3ebe9c3e3c98862d33e635bd0302513a2072c71a,PMC,Effect of Hydration on the Molecular Dynamics of Hydroxychloroquine Sulfate,10.1021/acsomega.0c03091,PMC7423024,,no-cc,"[Image: see text] Chloroquine and its derivative hydroxychloroquine are primarily known as antimalaria drugs. Here, we investigate the influence of hydration water on the molecular dynamics in hydroxychloroquine sulfate, a commonly used solubilized drug form. When hydration, even at a low level, results in a disordered structure, as opposed to the highly ordered structure of dry hydroxychloroquine sulfate, the activation barriers for the rotation of methyl groups in the drug molecules become randomized and, on average, significantly reduced. The facilitated stochastic motions of the methyl groups may benefit the biomolecular activity due to the more efficient sampling of the energy landscape in the disordered hydration environment experienced by the drug molecules in vivo.",2020-08-10,"Mamontov, Eugene; Cheng, Yongqiang; Daemen, Luke L.; Keum, Jong K.; Kolesnikov, Alexander I.; Pajerowski, Daniel; Podlesnyak, Andrey; Ramirez-Cuesta, Anibal J.; Ryder, Matthew R.; Stone, Matthew B.",ACS Omega,,,,document_parses/pdf_json/3ebe9c3e3c98862d33e635bd0302513a2072c71a.json,document_parses/pmc_json/PMC7423024.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7423024/,
301852,fau7zpvf,,WHO,Transforming The Medical Device Industry: Road Map To A Circular Economy,,,,unk,"A circular economy involves maintaining manufactured products in circulation, distributing resource and environmental costs over time and with repeated use In a linear supply chain, manufactured products are used once and discarded In high-income nations, health care systems increasingly rely on linear supply chains composed of single-use disposable medical devices This has resulted in increased health care expenditures and health care-generated waste and pollution, with associated public health damage It has also caused the supply chain to be vulnerable to disruption and demand fluctuations Transformation of the medical device industry to a more circular economy would advance the goal of providing increasingly complex care in a low-emissions future Barriers to circularity include perceptions regarding infection prevention, behaviors of device consumers and manufacturers, and regulatory structures that encourage the proliferation of disposable medical devices Complementary policy- and market-driven solutions are needed to encourage systemic transformation",2020,"MacNeill, Andrea J.; Hopf, Harriet Khanuja Aman Alizamir Saed Bilec Melissa Eckelman Matthew J.; Hernandez, Lyndon McGain Forbes Simonsen Kari Thiel Cassandra Young Steven Lagasse Robert Sherman Jodi D.",Health Affairs,,#1021683,,,,,227950214.0
401147,ukgrkfd7,21f5026f29e07249a7e25066a35b5b01e853c50f,Medline; PMC,"High COVID‐19 virus replication rates, the creation of antigen–antibody immune complexes and indirect haemagglutination resulting in thrombosis",10.1111/tbed.13634,PMC7280735,32436629.0,no-cc,"A new pathogenic virus, COVID-19, appeared in 2019, in Wuhan, China, typically causing fever, cough, diarrhea and fatigue and significant mortality (Mao, 2020). COVID-19 has also shown about 80% genetic similarity to the Severe Acute Respiratory Symptom (SARS) virus, which is already known to be derived from a bat virus (Ye, 2020). Arterial thrombosis and venous thrombosis, variously attributed to long term patient immobilizations, inflammation, autoimmune reactions or endothelial cell damage to the blood vessels, have also been reported for COVID-19 infections (Bikdeli, 2020; Kollas, 2020). However, another explanation for thrombosis (blood clots) in some patients infected with COVID-19 is discussed.",2020-06-03,"Roe, Kevin",Transbound Emerg Dis,,,,document_parses/pdf_json/21f5026f29e07249a7e25066a35b5b01e853c50f.json,document_parses/pmc_json/PMC7280735.xml.json,https://www.ncbi.nlm.nih.gov/pubmed/32436629/; https://doi.org/10.1111/tbed.13634,218765096.0
68981,ss2qgbld,,Medline,Comparison of transrectal and transvaginal hybrid natural orifice transluminal endoscopic surgery partial nephrectomy in the porcine model.,10.1016/j.urology.2013.03.007,,23676357,unk,"OBJECTIVE To compare the feasibility of porcine transrectal (TR) and transvaginal (TV) hybrid natural orifice transluminal endoscopic surgery (NOTES) partial nephrectomy (PN), as NOTES nephrectomy has recently been performed in the porcine model. MATERIALS AND METHODS A total of 10 female pigs (weight 45 kg) underwent TR (n = 5) or TV (n = 5) NOTES PN. The pneumoperitoneum was created by a periumbilical 12-mm trocar, through which a laparoscope was advanced for intra-abdominal visualization. For TV-NOTES PN, a gastroscope was used to obtain TV peritoneal access. For TR-NOTES PN, a horizontal incision was made 2 cm above the dentate line, and a submucosal tunnel was created in the posterior rectal wall. The gastroscope was advanced through the submucosal tunnel and retroperitoneum to the kidney, and a peritoneal window was created. For both TR- and TV-NOTES PN, the gastroscope was exchanged for the SPIDER Surgical System. Flexible dissecting instruments and hook cautery introduced through the SPIDER Surgical System were used to mobilize the kidney. A harmonic scalpel introduced periumbilically was used to excise a portion of the lower pole. LAPRA-TY-secured sutured renorrhaphy was performed, followed by TR or TV specimen extraction. RESULTS TR- and TV-NOTES PN was successfully performed in all 10 pigs. A comparison of TR- and TV-NOTES PN revealed no significant differences in the mean access time (29.2 vs 29.6 minutes, P = .944), operative time (196.0 vs 183.0 minutes, P = .631), and estimated blood loss (59.0 vs 54.0 mL, P = .861). Necropsy did not demonstrate abdominal injuries. CONCLUSION We have demonstrated proof-of-principle for TR and TV-NOTES PN in swine, with comparable perioperative parameters. Preclinical survival studies are requisite to assess the potential of TR-NOTES as an alternative to TV-NOTES.",2013,"Bazzi, Wassim M; Stroup, Sean P; Cohen, Seth A; Sisul, David M; Liss, Michael A; Masterson, James H; Kopp, Ryan P; Gudeman, Suzanne R; Leeflang, Elisabeth; Palazzi, Kerrin L; Ramamoorthy, Sonia; Kane, Christopher J; Horgan, Santiago; Derweesh, Ithaar H",Urology,,,,,,https://doi.org/10.1016/j.urology.2013.03.007; https://www.ncbi.nlm.nih.gov/pubmed/23676357/,205558952.0
372250,99ckhz1i,7ee0743d5eb754406f3b4c8cd0a46764650314f2; 98b7e06b413308f56fe3d09590aebfe784686f0f,BioRxiv; Medline; PMC; WHO,In plain sight: the role of alpha-1-antitrypsin in COVID-19 pathogenesis and therapeutics.,10.1101/2020.08.14.248880,PMC7430570,32817940.0,cc-by-nc,"Entry of SARS-CoV-2 is facilitated by endogenous and exogenous proteases. These proteases proteolytically activate the SARS-CoV-2 spike glycoprotein and are key modulators of virus tropism. We show that SARS-CoV-2 naïve serum exhibits significant inhibition of SARS-CoV-2 entry. We identify alpha-1-antitrypsin (AAT) as the major serum protease inhibitor that potently restrict protease-mediated entry of SARS-CoV-2. AAT inhibition of protease-mediated SARS-CoV-2 entry in vitro occurs at concentrations far below what is present in serum and bronchoalveolar tissues, suggesting that AAT effects are physiologically relevant. Moreover, AAT deficiency affects up to 20% of the population and its symptomatic manifestations coincides with many risk factors associated with severe COVID-19 disease. In addition to the effects that AAT may have on viral entry itself, we argue that the anti-inflammatory and coagulation regulatory activity of AAT have implications for coronavirus disease 2019 (COVID-19) pathogenicity, SARS-CoV-2 tissue restriction, convalescent plasma therapies, and even potentially AAT therapy.",2020-08-15,"Oguntuyo, Kasopefoluwa Y; Stevens, Christian S; Siddiquey, Mohammed NA; Schilke, Robert M; Woolard, Matthew D; Zhang, Hongbo; Acklin, Joshua A; Ikegame, Satoshi; Huang, Chuan-Tien; Lim, Jean K; Cross, Robert W; Geisbert, Thomas W; Ivanov, Stanimir S; Kamil, Jeremy P; Lee, Benhur",bioRxiv,,,,document_parses/pdf_json/7ee0743d5eb754406f3b4c8cd0a46764650314f2.json; document_parses/pdf_json/98b7e06b413308f56fe3d09590aebfe784686f0f.json,document_parses/pmc_json/PMC7430570.xml.json,https://www.ncbi.nlm.nih.gov/pubmed/32817940/; https://doi.org/10.1101/2020.08.14.248880,221141002.0
136011,bb7pabja,,WHO,"COVID-19 outbreak in Brazil: adherence to national preventive measures and impact on people's lives, an online survey",,,,unk,"BACKGROUND: The first case of COVID-19 infection was diagnosed in Brazil 26th February 2020. By March 16th, physical distancing and confinement measures were implemented by the Brazilian government. Little is known about how these measures were followed up by the Brazilian people and their impact on daily routine. METHODS: In early April 2020, using an online platform, we organized an online survey among adults living in Brazil about their COVID-19 preventive behavior and impact on their daily routine. RESULTS: Data from 23,896 respondents were analyzed (mean age: 47.4 years). Due to COVID-19 restrictions, half (51.1%) of the professionals reported working from home. Regular handwashing was practiced by 98.7% of participants; 92.6% reported adhering to the 1.5-2 m physical distancing rule, but only 45.5% wore a face mask when going outside. While 29.3% of respondents found it relatively easy to stay at home, indoor confinement was extremely difficult for 7.9% of participants. Moreover, 11% of participants were extremely worried about their health during the COVID-19 epidemic. Younger people, male, persons living in a rural area/village or popular neighbourhoods, students and workers reported less preventive behaviour. CONCLUSION: Restrictive measures markedly affected the daily and professional routines of Brazilians. Participants showed a satisfactory level of adherence to national COVID-19 prevention guidelines. Qualitative and follow-up studies are needed to monitor the impact of COVID-19 in the Brazilian society.",2021,"Faria de Moura Villela, Edlaine; López, Rossana Verónica Mendoza; Sato, Ana Paula Sayuri; de Oliveira, Fábio Morato; Waldman, Eliseu Alves; Van den Bergh, Rafael; Siewe Fodjo, Joseph Nelson; Colebunders, Robert",BMC Public Health,,#1031852,,,,,231639871.0
219122,v6jo3yy2,,WHO,[Dermatological manifestations of COVID-19],,,,unk,"Besides the principal respiratory symptoms, the COVID-19 has been associated with an important array of dermatological manifestations However, it is not always easy to distinguish whether these skin manifestations are the result of a direct action of the virus on epidermal and/or dermal cell populations, represent a paraviral phenomenon or are a rather fortuitous association In this review the principal cutaneous manifestations associated with COVID-19 are described as well as their eventual value in terms of diagnostic aid or as prognostic factor The palmoplantar ischemic pseudo-chilblains lesions are the most frequently observed and are useful for epidemiological purposes The disseminated vesicular eruptions affect about 23 % of the patient and may witness an initial COVID-19 infection, whereas the vasculitic lesions are rather rare but are currently considered as a factor of bad prognosis",2020,"Jouret, G.; Damsin, T.; Vanhakendover, L.; Bailleux, S.; Braham, C.; Nikkels, A. F.",Revue Medicale de Liege,,#931993,,,,,227066226.0
386186,isqssw3x,3a714b4f22b67d7dfde37af13e968f16a1331ab5; 083610e847ca88a41dff01d246ce24c6c191f843,Medline; PMC,ACE2 and TMPRSS2 variants and expression as candidates to sex and country differences in COVID-19 severity in Italy,10.18632/aging.103415,PMC7346072,32501810.0,cc-by,"As the outbreak of coronavirus disease 2019 (COVID-19) progresses, prognostic markers for early identification of high-risk individuals are an urgent medical need. Italy has one of the highest numbers of SARS-CoV-2-related deaths and one of the highest mortality rates. Worldwide, a more severe course of COVID-19 is associated with older age, comorbidities, and male sex. Hence, we searched for possible genetic components of COVID-19 severity among Italians by looking at expression levels and variants in ACE2 and TMPRSS2 genes, crucial for viral infection. Exome and SNP-array data from a large Italian cohort were used to compare the rare-variants burden and polymorphisms frequency with Europeans and East Asians. Moreover, we looked into gene expression databases to check for sex-unbalanced expression. While we found no significant evidence that ACE2 is associated with disease severity/sex bias, TMPRSS2 levels and genetic variants proved to be possible candidate disease modulators, prompting for rapid experimental validations on large patient cohorts.",2020-06-05,"Asselta, Rosanna; Paraboschi, Elvezia Maria; Mantovani, Alberto; Duga, Stefano",Aging (Albany NY),,,,document_parses/pdf_json/3a714b4f22b67d7dfde37af13e968f16a1331ab5.json; document_parses/pdf_json/083610e847ca88a41dff01d246ce24c6c191f843.json,document_parses/pmc_json/PMC7346072.xml.json,https://doi.org/10.18632/aging.103415; https://www.ncbi.nlm.nih.gov/pubmed/32501810/,219398627.0
77904,vxhwmffv,,Medline,Eggcrate UV: a whole ceiling upper-room ultraviolet germicidal irradiation system for air disinfection in occupied rooms.,10.1111/ina.12063,,23889191,unk,"A novel whole ceiling upper-room ultraviolet germicidal irradiation (UVGI) system [eggcrate ultraviolet (UV)] has been developed that incorporates open-cell 'eggcrate'-suspended ceiling panels and bare UV lamps with a ceiling fan. Upper-room UVGI is more effective for air disinfection than mechanical ventilation at much lower installation and operating costs. Conventional upper-room UVGI fixtures employ multiple tightly spaced horizontal louvers to confine UV to the upper-room. These louvered fixtures protect occupants in the lower-room from UV-induced eye and skin irritation, but at a major cost to fixture efficiency. Using a lamp and ballast from a conventional upper-room UVGI fixture in the eggcrate UV system, the germicidal efficacy was markedly improved even though the UV radiation emitted by the lamp was unchanged. This fundamental change in the application of upper-room UVGI air disinfection should permit wider, more effective application of UVGI globally to reduce the spread of airborne infection.",2014,"Linnes, J C; Rudnick, S N; Hunt, G M; McDevitt, J J; Nardell, E A",Indoor air,,,,,,https://doi.org/10.1111/ina.12063; https://www.ncbi.nlm.nih.gov/pubmed/23889191/,42305012.0
