cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id
18pbd3hi,a6d5dae6fa826eb8e23c175024ffd5754b1b7b59,Elsevier; Medline; PMC,Sars-CoV-2 isolation from a 10-day-old newborn in Italy: a case report,10.1016/j.idcr.2020.e00960,PMC7497735,32963961.0,no-cc,"This report describes the evolution of COVID-19 in a 10 day-old-baby. The mother developed the disease immediately after childbirth and therefore a vertical transmission can be excluded. The isolation of the virus in cell culture with a cytopathic effect already visible after 48 hours, indicates that the viral load of the newborn was quite high, but not serious course of the disease was observed. This paper wants to highlight the possible role of newborns and children in the spread of the disease.",2020-09-17,"Lenoci, Giuseppe; Galante, Domenico; Ceci, Edmondo; Manzulli, Viviana; Moramarco, Angela Maria; Chiaromonte, Anna; Labarile, Giuseppina; Lattarulo, Simone; Resta, Annalisa; Pace, Lorenzo; Rondinone, Valeria; Parisi, Antonio; Cipolletta, Dora; Marino, Leonardo; Padalino, Iolanda; Serrecchia, Luigina; Aceti, Angela; Iatarola, Michela; Tolve, Francesco; Fasanella, Antonio",IDCases,nan,nan,nan,document_parses/pdf_json/a6d5dae6fa826eb8e23c175024ffd5754b1b7b59.json,document_parses/pmc_json/PMC7497735.xml.json,https://www.ncbi.nlm.nih.gov/pubmed/32963961/; https://api.elsevier.com/content/article/pii/S2214250920302687; https://doi.org/10.1016/j.idcr.2020.e00960; https://www.sciencedirect.com/science/article/pii/S2214250920302687?v=s5,221765720.0
8pp2gicx,6a5140d555a8fce87cc41f64c6bc34fd6c0757e2,Medline; PMC,Influenza Vaccination Hesitancy among Healthcare Workers in South Al Batinah Governorate in Oman: A Cross-Sectional Study,10.3390/vaccines8040661,PMC7712351,33172064.0,cc-by,"Background: Seasonal influenza infections are a major cause of morbidity and mortality worldwide. Healthcare workers (HCWs) are an important target group for vaccination against influenza due to their increased risk of infection and their potential to transmit the infection to their patients, families and communities. The aim of this study was to assess the potential hesitancy and its associated factors towards influenza vaccination amongst HCWs in the South Al Batinah governorate in Oman. Methods: A cross-sectional survey of 390 HCWs with direct or indirect patient contact was conducted in May and June 2019 using a self-administered questionnaire. Associations between HCW characteristics and vaccination status were examined using bivariate and multivariate analyses to identify the likelihood of vaccination against seasonal influenza among HCWs. Results: Overall, 60% of HCWs were vaccinated in the 2018/2019 season; vaccine uptake among nurses was 52% and uptake was higher among women. Self-protection and protection of the community were the most cited reasons for vaccine acceptance, with side effects being the main reason for hesitancy. Vaccinated respondents had a higher mean knowledge score (7.18; standard deviation SD: 2.14) than unvaccinated respondents (6.30; SD: 2.2). Odds of vaccination were highest among respondents who believed influenza vaccine should be mandatory for HCWs (Odds ratio (OR): 2.04 [1.30–3.18]), those working in the general medicine, emergency medicine, or intensive care units (OR: 1.92 [1.20–3.10]), nurses and doctors (OR: 1.75 [1.09–2.79]) and those who believe that HCWs should receive an influenza vaccine (OR: 1.35 [1.07–2.77]). Conclusions: The study provides valuable insights into the enablers and barriers of influenza vaccination practices among HCWs and may inform interventions to increase acceptance of vaccination.",2020-11-06,"Awaidy, Salah T. Al; K. Al Mayahi, Zayid; Kaddoura, Malak; Mahomed, Ozayr; Lahoud, Nathalie; Abubakar, Abdinasir; Zaraket, Hassan",Vaccines (Basel),nan,nan,nan,document_parses/pdf_json/6a5140d555a8fce87cc41f64c6bc34fd6c0757e2.json,document_parses/pmc_json/PMC7712351.xml.json,https://doi.org/10.3390/vaccines8040661; https://www.ncbi.nlm.nih.gov/pubmed/33172064/,226304646.0
wgl0pc6z,nan,WHO,"Telehealth, Telemedicine, and Related Technologic Platforms: Current Practice and Response to the COVID-19 Pandemic",nan,nan,nan,unk,"BACKGROUND: Providing health care at a distance has evolved over the past decades, resulting in a myriad of terms and styles of care delivery Telehealth is defined as any health care service delivered at a distance Nursing services have been delivered by a wide range of specialty nurses for many years using various technological formats Clinical experience suggests that few WOC nurses had extensively adopted these technologies and principles into their practice as recently as 2019 However, the COVID-19 pandemic of 2020 has forced both administrators and clinicians to rapidly adapt or introduce telemedicine technologies to deliver specialty care including WOC nurse services CASES: Three WOC nurses were chosen to describe the use of telehealth technologies to illustrate opportunities for WOC nurses to integrate telehealth nursing into a health care setting Two adapted telehealth technology into their practice before the pandemic, and one started telehealth practice as a means to provide care after the onset of the pandemic Disadvantages and advantages are discussed to provide further information regarding WOC patient care using these technologies CONCLUSION: The pandemic crisis has accelerated the need for health care to reimagine the delivery of care to patients Telehealth technologies and principles have emerged as essential for WOC nurses to deliver safe and effective care",2020,"Mahoney, M. F.",J Wound Ostomy Continence Nurs,nan,#792777,nan,nan,nan,nan,221885616.0
vnglweak,nan,WHO,COVID-19 in clinical practice: A narrative synthesis,nan,nan,nan,unk,"The coronavirus disease 2019 (COVID-19) was first reported in the city of Wuhan, China. The disease rapidly spread to the rest of China, to Southern-East Asia, then to Europe, America, and on to the rest of the world. COVID-19 is associated with a betacoronavirus named SARS-CoV-2. The virus penetrates the organism through the respiratory tract, conveyed by contaminated droplets. The main cell receptor targeted is the surface-bound ACE-2. As of the 26th July 2020, 15,200,000 COVID-19 cases and 650,000 deaths were reported worldwide. The mortality rate is estimated between 1.3 and 18.3%. The reproductive rate without any public health intervention is estimated around 4-5.1 in France. Most hospitalized patients for COVID-19 present respiratory symptoms, which in some cases is associated with fever. Up to 86% of admissions to ICU are related to acute respiratory failure. To date, no anti-viral therapy has proven its efficacy considering randomized trials. Only immunomodulatory treatments such as corticosteroids have shown to cause significant improvement in patient outcome.",2020,"Le Maréchal, M; Morand, P; Epaulard, O; Némoz, B",Med Mal Infect,nan,#801976,nan,nan,nan,nan,222001668.0
20s3iwq8,nan,WHO,Leadership coaching in times of crisis: A holistic concept of action and clear leadership stabilize companies amidst the Covid 19 crisis,nan,nan,nan,unk,"This article in the journal Psychodrama and Sociometry is dedicated to coaching managers in times of crisis The ongoing Covid 19 crisis threatens the existence of many companies, especially medium-sized ones, and intervenes deeply in the life of every individual This existential threat can be countered with competent crisis management that focusses on activating resilience in individuals and companies This article presents a holistic concept of action for managers in this period and, based on management research models, addresses the current challenges facing managers in terms of their role and management styles The authors draw both on their current experience as crisis managers and as coaches to discuss a practical example of psychodramatic work with an affected manager from the social sector",2020,"Wollsching-Strobel, Peter; Wollsching-Strobel, Ulrike",Zeitschrift für Psychodrama und Soziometrie,nan,#833015,nan,nan,nan,nan,226587013.0
ak7x06yq,nan,WHO,Outcomes of free vascularized fibular flaps for the treatment of radiation-associated femoral nonunions,nan,nan,nan,unk,"INTRODUCTION: Nonunion is a known complication following fracture in the setting of radiotherapy. Free vascularized fibular (FVF) flaps have been used successfully in the treatment of segmental bone defects; however, their efficacy in the treatment of radiated nonunions is limited. The purpose of the study was to evaluate the outcome following FVFG for radiation-associated femoral fracture nonunions. METHODS: 23 (11 male and 12 female; mean age 60â¯±â¯12 years) patients underwent FVF for radiation-associated femoral fracture nonunions. The most common indication for radiotherapy was soft tissue sarcomas (nâ¯=â¯16). The mean follow-up was 5â¯±â¯4 years. Mean radiation dose was 51â¯±â¯14â¯Gy at a mean of 11â¯±â¯3 years prior to FVF. The mean FVF length was 17â¯±â¯4â¯cm and placed commonly with an intramedullary nail (nâ¯=â¯18). RESULTS: First time union was 52% (nâ¯=â¯12) following additional bone grafting, the overall union was 78% (nâ¯=â¯18) at a mean of 13â¯±â¯6 months. Musculoskeletal Tumor Society scores improved from 30% preoperatively to 73% at latest follow-up (pâ¯<â¯0.0001). Five fractures failed to unite; 3 were converted to proximal femoral replacements. CONCLUSIONS: FVF are a reasonable treatment option for radiation-associated femoral fracture nonunions, providing a union rate of 78% and an improvement in functional outcome. LEVEL OF EVIDENCE: Therapeutic Level IV.",2020,"Tibbo, Meagan E; Houdek, Matthew T; Bakri, Karim; Rose, Peter S; Sems, S Andrew; Moran, Steven L",J. plast. reconstr. aesthet. surg,nan,#32917570,nan,nan,nan,nan,221636451.0
bz778x3m,nan,WHO,Fluorescent bead arrays by means of layer-by-layer polyelectrolyte adsorption,nan,nan,nan,unk,Colloids with graduated fluorescence intensities were fabricated by means of layer-wise adsorption of fluorescein isothiocyanate-labelled poly(allyl amine hydrochloride) (FITC-PAH) together with poly(styrene sulfonate) (PSS) on silica particles. The graduated fluorescence was adjusted by variation of the fluorescent layer number and mixing labelled PAH with unlabelled PAH in one layer. The graduation of fluorescence intensities was adjusted in a geometric progression. It was shown that a proper label content is crucial if self-quenching phenomena are involved. The approach of mixing FITC-PAH with unlabelled polyelectrolyte during adsorption was unsatisfactory since competition in adsorption occurs. The system shows excellent stability at least over a period of two years.,2007,"Schnäckel, Andreas; Hiller, Sabine; Reibetanz, Uta; Donath, Edwin",Soft Matter,nan,#32680266,nan,nan,nan,nan,95790408.0
usp6ceyn,nan,Medline,Lithographically patterned well-type graphene liquid cells with rational designs.,10.1039/d0lc00440e,nan,32633750.0,unk,"Graphene liquid cell transmission electron microscopy allows in situ observation of nanomaterial dynamics in a liquid environment. However, this method suffers from both random formation and small size of liquid pockets. Here, we introduce facile and mass-producible graphene-sealed well-type liquid cells with rational designs. The developed liquid cell structure and its formation mechanism depending on hole diameter (d)/spacer thickness (h) ratio are systematically analyzed. Finally, we show its high-resolution imaging and chemical analysis capability for nanoparticles and biomaterial applications. This work will provide an enhanced liquid cell platform for diverse liquid environmental studies.",2020-07-07,"Noh, Namgyu; Park, Jungjae; Park, Ji Su; Koo, Kunmo; Park, Jae Yeol; Yuk, Jong Min",Lab on a chip,nan,nan,nan,nan,nan,https://doi.org/10.1039/d0lc00440e; https://www.ncbi.nlm.nih.gov/pubmed/32633750/,220389257.0
i7q4xqe5,407f2c556a6bca66463fd51f0e88a5d4dd35e50d,Elsevier; Medline; PMC,An audit of community acquired pneumonia (CAP) antimicrobial compliance using an intervention bundle in an Irish hospital,10.1016/j.jgar.2020.07.021,PMC7422825,32801028.0,no-cc,"BACKGROUND: Hospitalisations with community acquired pneumonia (CAP) are often not managed in accordance with antimicrobial guidelines. AIM: The aim of this study was to assess if guideline driven antimicrobial prescribing for CAP can be improved using an intervention bundle. Secondary measures assessed were length of stay (LOS), mortality, duration of intravenous antibiotics and total antibiotic duration, improving uptake of appropriate investigations and documentation of CURB65. METHODS: A retrospective cohort of hospitalised CAP patients from August -September 2018 was compared with a post intervention prospective cohort from May-June 2019. Intervention bundle included a mobile audience response session (MARS) session, promotion of the antimicrobial app, development of a physical card with local guidelines and incorporating CURB65 into the unscheduled admission proforma. Local guidelines are in keeping with the British Thoracic Society (BTS) CAP guidelines. RESULTS: 69 adult patients (>18 years old) were included in the study (37 retrospective, 32 prospective). Overall compliance with local CAP guidelines improved from 21% to 62.5% (p < 0.001). No difference in initial intravenous antibiotic duration was seen, median 4 vs 4 days (p = 0.73), total antibiotic duration was significantly shorter in the post intervention group, median 9 vs 7 days (p = 0.01). No difference in length of stay or mortality was seen between the groups. Documentation of CURB65 improved from 5.6% to 46.9% (p < 0.01). Uptake of streptococcal urinary antigen improved from 18.9% to 40.6% (p = 0.024). CONCLUSION: A simple low cost quality improvement bundle can significantly increase appropriate antimicrobial prescribing and shorten total duration of antibiotics.",2020-08-12,"O’Kelly, B.; Rueda-Benito, A.; O’Regan, M.; Finan, K.",J Glob Antimicrob Resist,nan,nan,nan,document_parses/pdf_json/407f2c556a6bca66463fd51f0e88a5d4dd35e50d.json,document_parses/pmc_json/PMC7422825.xml.json,https://api.elsevier.com/content/article/pii/S2213716520301971; https://doi.org/10.1016/j.jgar.2020.07.021; https://www.sciencedirect.com/science/article/pii/S2213716520301971?v=s5; https://www.ncbi.nlm.nih.gov/pubmed/32801028/,221104930.0
emo3hqgh,nan,WHO,"The relationship among organizational identity, psychological resilience and work engagement of the first-line nurses in the prevention and control of COVID-19 based on structural equation model",nan,nan,nan,unk,"Purpose: To explore how the organizational identity and psychological resilience affect work engagement of the front-line nurses in the prevention and control of coronavirus disease 2019 (COVID-19) and to establish the relationship model based on these factors Material and Methods: Convenience sampling was applied to collect questionnaire samples from 216 nurses (from 12 cities in 6 provinces) General information questionnaires, organizational identity scale (OIQ), psychological resilience scale (CD-RISC), and Utrecht Work Engagement Scale (UWES) were used as tools for data collection Results: Both organizational identification and psychological resilience had a positive impact on work engagement (r=0 457~0 669) The structural equation model indicated that psychological resilience had a significant partial mediating effect on the relationship between organizational identity and work engagement;the mediating effect value was 0 25, the overall effect value of work engagement was 0 73, and the mediating effect accounted for 34 2% Conclusion: Our results revealed that organizational identity could directly affect nursing It can also indirectly affect nurses’ work engagement through the intermediary role of psychological resilience In face of the COVID-19 epidemic, hospitals and nursing managers could improve the level of nurses’ job involvement by improving organizational identity, which in turn may have a positive effect on psychological resilience © 2020 Lyu et al",2020,"Lyu, H.; Yao, M.; Zhang, D.; Liu, X.",Risk Management and Healthcare Policy,nan,#916402,nan,nan,nan,nan,226281301.0
lhu734qg,c0c982d44f31f40c7927c24bfcdfd9d3faa1685e,Elsevier; Medline; PMC,Low prevalence of SARS-CoV-2 in plasma of COVID-19 patients presenting to the emergency department,10.1016/j.jcv.2020.104655,PMC7533651,33069846.0,no-cc,"Correct and reliable identification of SARS-CoV-2 in COVID-19 suspected patients is essential for diagnosis. Respiratory samples should always be tested with real-time PCR for SARS-CoV-2. In addition, blood samples have been tested, but without consistent results and therefore the added value of this sample type is unknown. The aim of this study was to determine the prevalence of SARS-CoV-2 by real-time PCR in blood samples obtained from PCR-proven COVID-19 patients and in addition to elaborate on the potential use of blood for diagnostics. In this single center study, blood samples drawn from patients at the emergency department with proven COVID-19 infection based on a positive SARS-CoV-2 PCR in respiratory samples were tested for the presence of SARS-CoV-2. Samples from 118 patients were selected, of which 102 could be included in the study (median age was 65 (IQR 10), 65.7% men). In six (5.9%) of the tested samples, SARS-CoV-2 was identified by real-time PCR. In conclusion, SARS-CoV-2 can be detected by real-time PCR in plasma samples from patients with proven COVID-19, but only in a minority of the patients. Plasma should therefore not be used as primary sample in an acute phase setting to identify SARS-CoV-2 infection. These findings are important to complete the knowledge on possible sample types to test to diagnose COVID-19.",2020-10-05,"Nijhuis, R.H.T.; Russcher, A.; de Jong, G.J.; Jong, E.; Herder, G.J.M.; Remijn, J.A.; Verweij, S.P.",J Clin Virol,nan,nan,nan,document_parses/pdf_json/c0c982d44f31f40c7927c24bfcdfd9d3faa1685e.json,document_parses/pmc_json/PMC7533651.xml.json,https://doi.org/10.1016/j.jcv.2020.104655; https://api.elsevier.com/content/article/pii/S1386653220303978; https://www.sciencedirect.com/science/article/pii/S1386653220303978?v=s5; https://www.ncbi.nlm.nih.gov/pubmed/33069846/,222125442.0
11vw3sbb,nan,WHO,Cinnamoyl-N-Acylhydrazone-Donepezil Hybrids: Synthesis and Evaluation of Novel Multifunctional Ligands Against Neurodegenerative Diseases,nan,nan,nan,unk,"A new series of ten multifunctional Cinnamoyl-N-acylhydrazone-donepezil hybrids was synthesized and evaluated as multifunctional ligands against neurodegenerative diseases. The molecular hybridization approach was based on the combination of 1-benzyl-4-piperidine fragment from the anti-Alzheimer AChE inhibitor donepezil (1) and the cinnamoyl subunit from curcumin (2), a natural product with remarkable antioxidant, neuroprotective and anti-inflammatory properties, using a N-acylhydrazone fragment as a spacer subunit. Compounds 4a and 4d showed moderate inhibitory activity towards AChE with IC50 values of 13.04 and 9.1 µM, respectively. In addition, compound 4a and 4d showed a similar predicted binding mode to that observed for donepezil in the molecular docking studies. On the other hand, compounds 4a and 4c exhibited significant radical scavenging activity, showing the best effects on the DPPH test and also exhibited a significant protective neuronal cell viability exposed to t-BuOOH and against 6-OHDA insult to prevent the oxidative stress in Parkinson's disease. Similarly, compound 4c was capable to prevent the ROS formation, with indirect antioxidant activity increasing intracellular GSH levels and the ability to counteract the neurotoxicity induced by both OAß1-42 and 3-NP. In addition, ADMET in silico prediction indicated that both compounds 4a and 4c did not show relevant toxic effects. Due to their above-mentioned biological properties, compounds 4a and 4c could be explored as lead compounds in search of more effective and low toxic small molecules with multiple neuroprotective effects for neurodegenerative diseases.",2020,"Ortiz, Cindy Juliet Cristancho; Damasio, Caio Miranda; Pruccoli, Letizia; Nadur, Nathália Fonseca; de Azevedo, Luciana Luiza; Guedes, Isabella Alvim; Dardenne, Laurent Emmanuel; Kümmerle, Arthur Eugen; Tarozzi, Andrea; Viegas, Claudio",Neurochem. res,nan,#33079324,nan,nan,nan,nan,224809437.0
dj5ia9l8,nan,WHO,"Impact of industrial activities on atmospheric volatile organic compounds in Sihwa-Banwol, the largest industrial area in South Korea",nan,nan,nan,unk,"The impact of industrial activities on atmospheric volatile organic compounds (VOCs) in the Sihwa-Banwol complexes, i.e., the largest industrial area in Korea, was investigated. More than 60 VOCs were determined from 850 samples collected from four sites in and around the complexes through a 2-year monitoring campaign from 2005 to 2007. The VOCs of particular concern found in the area were benzene, toluene, ethylbenzene, xylenes, trichloroethylene, and formaldehyde, given their toxicity, concentration, and detection frequency. Toluene was the most abundant one. The VOC concentration rankings were consistent with their emission rankings. Most VOCs had higher concentrations at the industrial sites than at residential sites, indicating a significant impact of industrial emissions. The ambient levels of benzene and formaldehyde were additionally affected by vehicular emissions and secondary formation, respectively. Overall, the VOC levels increased in winter and at night, because of the local weather conditions. In contrast, the formaldehyde concentration increased in summer, owing to its secondary formation in the atmosphere. The ambient VOC levels in Sihwa-Banwol were higher than those in other parts of Korea. Additionally, the cumulative cancer risks posed by the toxic VOCs exceeded a tolerable risk level of 1 × 10-4 in not only the industrial areas but also the residential areas. The sum of the non-cancer risks in both areas significantly exceeded the threshold criterion of 1. The large amounts of aromatic compounds emitted from the industrial complexes are believed to play a crucial role in the elevated levels of surface ozone in the Seoul metropolitan area during the summer season. Therefore, comprehensive measures for controlling the VOC emissions in the Sihwa-Banwol area need to be prioritized to reduce the health risks for residents of not only this area but also the capital Seoul and its surrounding areas.",2020,"Kim, Min-Ji; Seo, Young-Kyo; Kim, Jong-Ho; Baek, Sung-Ok",nan,nan,#32418108,nan,nan,nan,nan,218657536.0
a89300pd,1fc7cec57f3dd541a883b398e249c59123c16c23,Medline; PMC,Naïve Human Antibody Libraries for Infectious Diseases,10.1007/978-3-319-72077-7_3,PMC7120739,29549634.0,no-cc,"Many countries are facing an uphill battle in combating the spread of infectious diseases. The constant evolution of microorganisms magnifies the problem as it facilitates the re-emergence of old infectious diseases as well as promote the introduction of new and more deadly variants. Evidently, infectious diseases have contributed to an alarming rate of mortality worldwide making it a growing concern. Historically, antibodies have been used successfully to prevent and treat infectious diseases since the nineteenth century using antisera collected from immunized animals. The inherent ability of antibodies to trigger effector mechanisms aids the immune system to fight off pathogens that invades the host. Immune libraries have always been an important source of antibodies for infectious diseases due to the skewed repertoire generated post infection. Even so, the role and ability of naïve antibody libraries should not be underestimated. The naïve repertoire has its own unique advantages in generating antibodies against target antigens. This chapter will highlight the concept, advantages and application of human naïve libraries as a source to isolate antibodies against infectious disease target antigens.",2018-03-17,"Chan, Soo Khim; Rahumatullah, Anizah; Lai, Jing Yi; Lim, Theam Soon",Recombinant Antibodies for Infectious Diseases,nan,nan,nan,document_parses/pdf_json/1fc7cec57f3dd541a883b398e249c59123c16c23.json,document_parses/pmc_json/PMC7120739.xml.json,https://doi.org/10.1007/978-3-319-72077-7_3; https://www.ncbi.nlm.nih.gov/pubmed/29549634/,3889492.0
887mm06s,nan,Medline,Cellular plasticity and drug resistance in sarcoma.,10.1016/j.lfs.2020.118589,nan,33069737.0,unk,"Sarcomas, originating from mesenchymal progenitor stem cells, are a group of rare malignant tumors with poor prognosis. Wide surgical resection, chemotherapy, and radiotherapy are the most common sarcoma treatments. However, sarcomas' response rates to chemotherapy are quite low and sarcoma cells can have intrinsic or acquired resistance after treatment with chemotherapeutics drugs, leading to the development of multi-drug resistance (MDR). Cancer cellular plasticity plays pivotal roles in cancer initiation, progression, therapy resistance and cancer relapse. Moreover, cancer cellular plasticity can be regulated by a multitude of factors, such as genetic and epigenetic alterations, tumor microenvironment (TME) or selective pressure imposed by treatment. Recent studies have demonstrated that cellular plasticity is involved in sarcoma progression and chemoresistance. It's essential to understand the molecular mechanisms of cellular plasticity as well as its roles in sarcoma progression and drug resistance. Therefore, this review focuses on the regulatory mechanisms and pathological roles of these diverse cellular plasticity programs in sarcoma. Additionally, we propose cellular plasticity as novel therapeutic targets to reduce sarcoma drug resistance.",2020-10-15,"Lin, Zhengjun; Fan, Zhihua; Zhang, Xianghong; Wan, Jia; Liu, Tang",Life sciences,nan,nan,nan,nan,nan,https://doi.org/10.1016/j.lfs.2020.118589; https://www.ncbi.nlm.nih.gov/pubmed/33069737/,224780858.0
z6k3lek6,22afde6aae5f796b5eda9bf6cb9413303b52724c,Elsevier; Medline; PMC,Social costs of tourism during the COVID-19 pandemic,10.1016/j.annals.2020.102994,PMC7340070,32834228.0,no-cc,"The severe acute respiratory syndrome coronavirus 2 is currently spreading across the world at an alarming rate, resulting in the coronavirus disease 2019 pandemic. Amidst this crisis, tourism scholars are directing their attention to communities at tourist destinations, looking at their safety and well-being and the costs that they will bear due to the cessation of tourism activity. This article describes residents' perceptions of the risks posed by tourism activity, and estimates their willingness to pay to reduce public health risks based on hypothetical scenarios, using the triple-bounded dichotomous choice contingent valuation method. The social costs in three urban destinations are assessed and compared. Based on the findings, suggestions are made for appropriate post-pandemic recovery actions by local authorities and tourism organizations.",2020-07-07,"Qiu, Richard T.R.; Park, Jinah; Li, Shina; Song, Haiyan",Ann Tour Res,nan,nan,nan,document_parses/pdf_json/22afde6aae5f796b5eda9bf6cb9413303b52724c.json,document_parses/pmc_json/PMC7340070.xml.json,https://doi.org/10.1016/j.annals.2020.102994; https://api.elsevier.com/content/article/pii/S0160738320301389; https://www.sciencedirect.com/science/article/pii/S0160738320301389?v=s5; https://www.ncbi.nlm.nih.gov/pubmed/32834228/,220381884.0
xmnwsske,nan,WHO,Predictors of mortality of COVID-19 in the general population and nursing homes,nan,nan,nan,unk,"The factors that predispose an individual to a higher risk of death from COVID-19 are poorly understood. The goal of the study was to identify factors associated with risk of death among patients with COVID-19. This is a retrospective cohort study of people with laboratory-confirmed SARS-CoV-2 infection from February to May 22, 2020. Data retrieved for this study included patient sociodemographic data, baseline comorbidities, baseline treatments, other background data on care provided in hospital or primary care settings, and vital status. Main outcome was deaths until June 29, 2020. In the multivariable model based on nursing home residents, predictors of mortality were being male, older than 80 years, admitted to a hospital for COVID-19, and having cardiovascular disease, kidney disease or dementia while taking anticoagulants or lipid-lowering drugs at baseline was protective. The AUC was 0.754 for the risk score based on this model and 0.717 in the validation subsample. Predictors of death among people from the general population were being male and/or older than 60 years, having been hospitalized in the month before admission for COVID-19, being admitted to a hospital for COVID-19, having cardiovascular disease, dementia, respiratory disease, liver disease, diabetes with organ damage, or cancer while being on anticoagulants was protective. The AUC was 0.941 for this model's risk score and 0.938 in the validation subsample. Our risk scores could help physicians identify high-risk groups and establish preventive measures and better follow-up for patients at high risk of dying.ClinicalTrials.gov Identifier: NCT04463706.",2021,"España, Pedro Pablo; Bilbao, Amaia; García-Gutiérrez, Susana; Lafuente, Iratxe; Anton-Ladislao, Ane; Villanueva, Ane; Uranga, Ane; Legarreta, Maria Jose; Aguirre, Urko; Quintana, Jose Maria",Intern. emerg. med,nan,#1008090,nan,nan,nan,nan,230611086.0
ifianhlw,nan,WHO,Evaluation of Pragmatic Telehealth Physical Therapy Implementation During the COVID-19 Pandemic,nan,nan,nan,unk,"OBJECTIVE: To evaluate implementation of telehealth physical therapy in response to COVID-19 and identify implementation strategies to maintain and scale-up telehealth physical therapy within a large urban academic medical center. METHODS: The Reach Effectiveness Adoption Implementation Maintenance (RE-AIM) framework was used to evaluate telehealth physical therapy implementation. Patient-level data were extracted from electronic medical records between the dates of March 16 and May 16, 2020 (implementation phase). Reach was defined as the proportion of physical therapy sessions completed via telehealth. Effectiveness was assessed using a patient-reported satisfaction survey with a 5-point Likert scale. Adoption was defined as the proportion of physical therapists who used telehealth. Implementation was assessed through qualitative analysis of patient and clinician perspectives to identify emergent themes, retrospectively classify strategies used during the implementation phase, and prospectively identify evidence-based strategies to increase telehealth maintenance and scale-up. Maintenance of telehealth was defined as the proportion of patients who indicated they would attend another telehealth session. RESULTS: There were 4548 physical therapy sessions provided by 40 therapists from date to date, of which 3883 (85%) were telehealth. Ninety-four percent of patients were satisfied. All physical therapists (100%) used telehealth technology at least once. Retrospectively classified and prospectively identified evidence-based strategies were organized into five qualitative themes that supported implementation: organizational factors (policies, pre-existing partnerships), engaging external stakeholders (satisfaction survey), champions (clinician leaders), clinician education (dynamic, ongoing training), and process (promote adaptability, small tests of change). Ninety-two percent of patients reported they would attend another telehealth session. CONCLUSION: Findings from this study suggest that implementation of telehealth physical therapy during the COVID-19 pandemic was feasible and acceptable in this setting. IMPACT: These results can be used to guide future health policy, quality improvement, and implementation science initiatives to expand the use and study of telehealth for physical therapy.",2020,"Miller, Matthew J; Pak, Sang S; Keller, Daniel R; Barnes, Deborah E",Phys. ther,nan,#883145,nan,nan,nan,nan,226730318.0
420fcmvn,nan,Medline,Predicting influenza A and 2009 H1N1 influenza in patients admitted to hospital with acute respiratory illness.,10.1136/emj.2010.096016,nan,21441268,unk,"OBJECTIVE To create a clinical decision tool for suspected influenza A (including 2009 H1N1) to facilitate treatment and isolation decisions for patients admitted to hospital with an acute respiratory illness from the emergency department (ED) during a 2009 H1N1 pandemic. METHODS Cross-sectional study conducted in two hospitals in Queensland, Australia. All patients admitted to hospital from the ED between 24 May and 16 August 2009 with an acute respiratory illness were included. All had nasal and throat swabs taken. Data were collected from clinical chart review regarding clinical symptoms, co-morbidities, examination findings, pathology and radiology results. Influenza A status was detected by reverse transcription-PCR assay. Univariate and multivariate regression analyses were performed to identify independent predictors of influenza A status. RESULTS 346 consecutive patients were identified, of which 106 were positive for 2009 H1N1 influenza; an additional 11 patients were positive for other influenza A viruses. Independent clinical predictors (with points allocated using weighted scoring) for all types of influenza A in patients admitted with acute respiratory illness were: age 18-64 years (2 points); history of fever (2); cough (1); normal level of consciousness (2); C-reactive protein >5 and ≤ 100 mg/l (2) and normal leucocyte count (1). A clinical score of 5 (presence of two or three predictors) gave a sensitivity of 93% (95% CI 87% to 96%), specificity of 36% (95% CI 30% to 42%), resulting in a negative-predictive value of 91% (95% CI 83% to 95%). CONCLUSION A clinical prediction tool was developed that may be able to assist in making appropriate isolation decisions during future 2009 H1N1 outbreaks.",2011,"Keijzers, Gerben B; Vossen, Caleb Nathaniel Kai-Lik; Zhang, Ping; Macbeth, Debourough; Derrington, Petra; Gerrard, John Gregory; Doust, Jenny",Emergency medicine journal : EMJ,nan,nan,nan,nan,nan,https://doi.org/10.1136/emj.2010.096016; https://www.ncbi.nlm.nih.gov/pubmed/21441268/,8097791.0
